IATA,id,name,city,country,ICAO,latitude,longitude,altitude,timezone,dst,tz,type,source,CRIMINAL ACTORS (AVERAGE),MAFIA-STYLE GROUPS,CRIMINAL NETWORKS,STATE-EMBEDDED ACTORS,FOREIGN ACTORS,CRIMINAL MARKETS (AVERAGE),HUMAN TRAFFICKING,HUMAN SMUGGLING,ARMS TRAFFICKING,FLORA CRIMES,FAUNA CRIMES,"NON-RENEWABLE
NON-RENEWABLE RESOURCE CRIMES",HEROIN TRADE,COCAINE TRADE,CANNABIS TRADE,SYNTHETIC DRUG TRADE,RESILIENCE (AVERAGE),POLITICAL LEADERSHIP AND GOVERNANCE,GOVERNMENT TRANSPARENCY AND ACCOUNTABILITY,INTERNATIONAL COOPERATION,NATIONAL POLICIES AND LAWS,JUDICIAL SYSTEM AND DETENTION,LAW ENFORCEMENT,TERRITORIAL INTEGRITY,ANTI-MONEY LAUNDERING SYSTEMS,ECONOMIC REGULATORY CAPACITY,VICTIM AND WITNESS SUPPORT,PREVENTION,NON-STATE ACTORS,population,in_cites_2021,in_cites_2016,in_cites_2017,in_cites_2018,in_cites_2019,in_cites_2020,degree_full,between_full,close_full,eigen_full,pr_full,degree_in_full,degree_out_full,origin_count,transit_count,destination_count,seizure_count,incident_counts,binary_incident_observed,binary_origin_observed,binary_destination_observed,binary_transit_observed
BUS,3971,Batumi International Airport,Batumi,georgia,UGSB,41.61029816,41.59970093,105,4,N,Asia/Tbilisi,airport,OurAirports,2.88,2.5,3,3,3,3.05,3.5,2,2,3.5,3.5,3,3.5,2,3.5,4,5.71,5,6.5,7,6.5,3.5,6.5,5,5,5,7,5.5,6,169100,1,1,1,1,1,0,0.002587992,3.6473904340461953e-07,0.10360469820687479,0.009255203,0.00030348,0.001552795,0.001035197,0,0,0,0,0,0,0,0,0
KUT,3972,Kopitnari Airport,Kutaisi,georgia,UGKO,42.17670059,42.48260117,223,4,N,Asia/Tbilisi,airport,OurAirports,2.88,2.5,3,3,3,3.05,3.5,2,2,3.5,3.5,3,3.5,2,3.5,4,5.71,5,6.5,7,6.5,3.5,6.5,5,5,5,7,5.5,6,147635,1,1,1,1,1,0,0.004140787,3.1266798018676505e-06,0.092473775,0.004228241,0.000365989,0.002070393,0.002070393,0,0,0,0,0,0,0,0,0
ABE,4355,Lehigh Valley International Airport,Allentown,united states,KABE,40.65209961,-75.44080353,393,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,121433,1,1,1,0,0,0,0.004140787,1.8049202915480835e-05,0.10313991367168897,0.010246937318851847,0.000296064,0.002587992,0.001552795,0,0,0,0,0,0,0,0,0
ABQ,4019,Albuquerque International Sunport,Albuquerque,united states,KABQ,35.040199,-106.609001,5355,-7,A,America/Denver,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,560218,1,1,1,0,0,0,0.013457556935817806,5.384267066444495e-05,0.10472424561331103,0.011593448204542002,0.000284515,0.003623188,0.009834369,0,0,0,0,0,0,0,0,0
PHX,3462,Phoenix Sky Harbor International Airport,Phoenix,united states,KPHX,33.43429946899414,-112.012001,1135,-7,N,America/Phoenix,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,1660272,1,1,1,0,0,0,0.043995859,0.000772527,0.11979856695337435,0.052269680512822096,0.001020566,0.018115942028985508,0.025879917184265012,0,0,0,0,0,0,0,0,0
ABZ,532,Aberdeen Dyce Airport,Aberdeen,united kingdom,EGPD,57.20190048217773,-2.197779894,215,0,E,Europe/London,airport,OurAirports,5.38,4,6.5,3,8,4.4,6,5,3.5,2.5,4,2,4.5,6.5,4.5,5.5,7.88,8,7.5,8,8.5,8.5,7.5,8.5,6.5,7.5,7.5,7.5,9,212125,1,1,1,1,1,0,0.013975155279503106,0.000527034,0.10855617022679852,0.031968462,0.000455487,0.006728778,0.007246377,0,0,0,0,0,0,0,0,0
ACT,3700,Waco Regional Airport,Waco,united states,KACT,31.611299514770508,-97.23049927,516,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,2320268,1,1,1,0,0,0,0.000517598,0,0.086313675,0.000915472,0.000249928,0.000517598,0,0,0,0,0,0,0,0,0,0
ADL,3341,Adelaide International Airport,Adelaide,australia,YPAD,-34.945,138.531006,20,9.5,O,Australia/Adelaide,airport,OurAirports,4.25,5,6,2,4,3.75,3.5,3,3.5,3,3.5,2,3.5,5,3.5,7,7.96,8,8.5,9,8,8,8,9,7,7,7.5,7.5,8,1376601,1,1,0,1,1,0,0.012422360248447206,0.000639425,0.10107253845164449,0.007251951,0.000397742,0.005175983,0.007246377,0,0,1,1,1,1,0,1,0
BNE,3320,Brisbane International Airport,Brisbane,australia,YBBN,-27.38419914,153.11700439453125,13,10,N,Australia/Brisbane,airport,OurAirports,4.25,5,6,2,4,3.75,3.5,3,3.5,3,3.5,2,3.5,5,3.5,7,7.96,8,8.5,9,8,8,8,9,7,7,7.5,7.5,8,2560700,1,1,0,1,1,0,0.023291925,0.00262129,0.10758361068125127,0.012609949227763597,0.000533674,0.007763975,0.015527950310559008,1,0,1,1,2,1,1,1,0
AEX,3852,Alexandria International Airport,Alexandria,united states,KAEX,31.32740020751953,-92.54979706,89,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,5200000,1,1,1,0,0,0,0.000517598,0,0.08604936,0.00078177,0.000248979,0.000517598,0,0,0,0,0,0,0,0,0,0
AGS,3658,Augusta Regional At Bush Field,Bush Field,united states,KAGS,33.36989974975586,-81.96450043,144,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,571,1,1,1,0,0,0,0.001035197,0,0.085920267,0.00078177,0.000248979,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
DCA,3520,Ronald Reagan Washington National Airport,Washington,united states,KDCA,38.8521,-77.037697,15,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,7614893,1,1,1,0,0,0,0.045031056,0.002293088,0.12088973319120469,0.051454193,0.001491104,0.022256729,0.022774327,0,1,3,4,4,1,0,1,1
AKL,2006,Auckland International Airport,Auckland,new zealand,NZAA,-37.0080986,174.7920074,23,12,Z,Pacific/Auckland,airport,OurAirports,3.25,4.5,3.5,1.5,3.5,3.25,3.5,3.5,3,2,3.5,1.5,3,3,4,5.5,8.38,8.5,8.5,8.5,8.5,8,8.5,8.5,8,8.5,8.5,8,8.5,1695900,1,1,1,1,1,0,0.013975155279503106,0.001979334,0.11285098988084843,0.019868049,0.000483014,0.008281573,0.005693582,0,0,2,2,2,1,0,1,0
PPT,4075,Faa'a International Airport,Papeete,french polynesia,NTAA,-17.553699,-149.606995,5,-10,U,Pacific/Tahiti,airport,OurAirports,5.5,5,6,5.5,5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,6,5,5,7,6.5,5.5,6,6,5.5,6,5.5,5.5,6,26926,0,1,0,0,0,0,0.004140787,0.000751833,0.098494442,0.005991861,0.000313617,0.001552795,0.002587992,0,0,0,0,0,0,0,0,0
AMA,3840,Rick Husband Amarillo International Airport,Amarillo,united states,KAMA,35.219398,-101.706001,3607,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,199924,1,1,1,0,0,0,0.002070393,2.205241692360184e-07,0.098596128,0.007184709,0.000267986,0.001552795,0.000517598,0,0,0,0,0,0,0,0,0
AQP,2802,Rodríguez Ballón International Airport,Arequipa,peru,SPQU,-16.34110069,-71.58309937,8405,-5,U,America/Lima,airport,OurAirports,6.5,6,8,7,5,6.2,7,6,5.5,7,5.5,9,3.5,9,5.5,4,4.58,3,5.5,5,6,6,5,5,4.5,4,3.5,3,4.5,1382730,1,1,1,1,1,0,0.002070393,2.680467859582083e-07,0.001164596,1.5097473382597877e-25,0.000308147,0.001035197,0.001035197,0,0,0,0,0,0,0,0,0
ART,3838,Watertown International Airport,Watertown,united states,KART,43.99190139770508,-76.021698,325,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,21641,1,1,1,0,0,0,0.000517598,0,0.083053881,0.000537372,0.000249528,0.000517598,0,0,0,0,0,0,0,0,0,0
ASP,3319,Alice Springs Airport,Alice Springs,australia,YBAS,-23.80669975,133.90199279785156,1789,9.5,N,Australia/Darwin,airport,OurAirports,4.25,5,6,2,4,3.75,3.5,3,3.5,3,3.5,2,3.5,5,3.5,7,7.96,8,8.5,9,8,8,8,9,7,7,7.5,7.5,8,26534,1,1,0,1,1,0,0.003623188,0,0.084355927,0.002732292,0.000338413,0.00310559,0.000517598,0,0,0,0,0,0,0,0,0
IAD,3714,Washington Dulles International Airport,Washington,united states,KIAD,38.94449997,-77.45580292,312,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,7614893,1,1,1,0,0,0,0.057971014,0.005687461,0.13757555015649373,0.11171758687035818,0.00159418,0.033643892,0.024327122,0,0,0,4,4,1,0,0,0
LHE,2207,Alama Iqbal International Airport,Lahore,pakistan,OPLA,31.52160072,74.40360260009766,712,5,N,Asia/Karachi,airport,OurAirports,6.25,6,7.5,7,4.5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,4,3.5,3.5,5,5,3,4,4,4,4,3.5,4,4.5,11126285,1,1,1,1,0,1,0.012939958592132506,8.121454589847317e-05,0.1239093916330139,0.059071652,0.000783345,0.011387163561076606,0.001552795,0,0,0,0,0,0,0,0,0
AUS,3673,Austin Bergstrom International Airport,Austin,united states,KAUS,30.194499969482425,-97.66989899,542,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,964254,1,1,1,0,0,0,0.022256729,8.519224176668352e-05,0.11767428065182128,0.050447697,0.000546444,0.012422360248447206,0.009834369,0,0,0,0,0,0,0,0,0
AVL,4007,Asheville Regional Airport,Asheville,united states,KAVL,35.43619918823242,-82.54180145,2165,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,92452,1,1,1,0,0,0,0.003623188,3.165022904263204e-05,0.098557704,0.00563467,0.000276836,0.002070393,0.001552795,0,0,0,0,0,0,0,0,0
AVP,4286,Wilkes Barre Scranton International Airport,Scranton,united states,KAVP,41.33850098,-75.7233963,962,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,77182,1,1,1,0,0,0,0.002070393,3.655143232385179e-06,0.097119458,0.006968878,0.000279687,0.001552795,0.000517598,0,0,0,0,0,0,0,0,0
BDA,4069,L.F. Wade International International Airport,Bermuda,bermuda,TXKF,32.36399841308594,-64.67870331,12,-4,A,Atlantic/Bermuda,airport,OurAirports,5.5,5,6,5.5,5,5,5.5,5.5,5,4,5,4.5,5,5.5,5,5.5,6,5,5,7,6.5,5.5,6,6,5.5,6,5.5,5.5,6,63918,0,0,0,1,0,0,0.004140787,0,0.11239958592132504,0.023561123,0.000370093,0.004140787,0,0,0,0,0,0,0,0,0,0
BDL,3825,Bradley International Airport,Windsor Locks,united states,KBDL,41.93889999,-72.68319702,173,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,12876,1,1,1,0,0,0,0.013975155279503106,2.393508940450188e-05,0.11535955326480007,0.040881503801384604,0.000538834,0.011387163561076606,0.002587992,0,0,0,0,0,0,0,0,0
PIT,3570,Pittsburgh International Airport,Pittsburgh,united states,KPIT,40.49150085,-80.23290253,1203,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,301048,1,1,1,0,0,0,0.018633540372670808,1.4969968978952562e-05,0.12031296919697183,0.059183776,0.000667668,0.014492753623188408,0.004140787,0,0,0,0,0,0,0,0,0
BFL,3558,Meadows Field,Bakersfield,united states,KBFL,35.43360138,-119.0569992,510,-8,A,America/Los_Angeles,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,383579,1,1,1,0,0,0,0.002070393,0,0.090191697,0.001486092,0.000250462,0.000517598,0.001552795,0,0,0,0,0,0,0,0,0
BGI,2875,Sir Grantley Adams International Airport,Bridgetown,barbados,TBPB,13.07460022,-59.49250031,169,-4,U,America/Barbados,airport,OurAirports,3.88,5,4.5,4,2,2.55,3.5,2,4,1,1,2,1,5.5,4.5,1,5.71,5.5,7,7,6,4.5,6.5,6,5,3.5,5.5,6,6,110000,1,0,0,0,0,0,0.007246377,0.000379924,0.11327520696998532,0.014278131114757689,0.000751095,0.005693582,0.001552795,0,0,1,0,1,1,0,1,0
BGR,3463,Bangor International Airport,Bangor,united states,KBGR,44.80739974975586,-68.82810211,192,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,31997,1,1,1,0,0,0,0.002587992,1.2742225420357002e-05,0.097306298,0.008140048,0.000310376,0.001552795,0.001035197,0,0,0,0,0,0,0,0,0
BHD,467,George Best Belfast City Airport,Belfast,united kingdom,EGAC,54.61809921264648,-5.872499943,15,0,E,Europe/London,airport,OurAirports,5.38,4,6.5,3,8,4.4,6,5,3.5,2.5,4,2,4.5,6.5,4.5,5.5,7.88,8,7.5,8,8.5,8.5,7.5,8.5,6.5,7.5,7.5,7.5,9,333871,1,1,1,1,1,0,0.00931677,1.488555511055768e-05,0.10386160767580437,0.021388910250034643,0.000376401,0.005175983,0.004140787,0,0,0,0,0,0,0,0,0
BHM,3811,Birmingham-Shuttlesworth International Airport,Birmingham,united states,KBHM,33.56290054,-86.75350189,650,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,1074300,1,1,1,0,0,0,0.010351966873706004,3.4110923551671308e-06,0.1066734278497686,0.024824487584207917,0.000392198,0.007246377,0.00310559,0,0,0,0,0,0,0,0,0
BJX,1815,Del Bajío International Airport,Del Bajio,mexico,MMLO,20.9935,-101.481003,5956,-6,S,America/Mexico_City,airport,OurAirports,7.13,9,9,7,3.5,8,7.5,8.5,8,7.5,7,7.5,8,9,8,9,4.46,3,4,7,6,4,5,3,4,5,3.5,4,5,2732,1,1,1,0,0,0,0.005175983,5.847330480357823e-06,0.09846778,0.004975501,0.000363898,0.003623188,0.001552795,0,0,0,0,0,0,0,0,0
BMI,4037,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,united states,KBMI,40.47710037,-88.91590118,871,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,84981,1,1,1,0,0,0,0.00310559,3.5307614829130714e-06,0.099645023,0.008272512,0.000273701,0.002587992,0.000517598,0,0,0,0,0,0,0,0,0
BNA,3690,Nashville International Airport,Nashville,united states,KBNA,36.12450027,-86.67819977,599,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,694144,1,1,1,0,0,0,0.023291925,7.889050191684752e-05,0.11562401808200505,0.060754859,0.000715495,0.015527950310559008,0.007763975,0,0,0,0,0,0,0,0,0
CBR,3355,Canberra International Airport,Canberra,australia,YSCB,-35.30690002,149.19500732421875,1886,10,O,Australia/Sydney,airport,OurAirports,4.25,5,6,2,4,3.75,3.5,3,3.5,3,3.5,2,3.5,5,3.5,7,7.96,8,8.5,9,8,8,8,9,7,7,7.5,7.5,8,431380,1,1,0,1,1,0,0.00310559,1.2285477689751215e-07,0.084327799,0.002623355,0.000317069,0.002587992,0.000517598,0,0,0,0,0,0,0,0,0
CNS,3322,Cairns International Airport,Cairns,australia,YBCS,-16.88579941,145.7550049,10,10,N,Australia/Brisbane,airport,OurAirports,4.25,5,6,2,4,3.75,3.5,3,3.5,3,3.5,2,3.5,5,3.5,7,7.96,8,8.5,9,8,8,8,9,7,7,7.5,7.5,8,153951,1,1,0,1,1,0,0.007763975,0.000817566,0.095061165,0.006379623,0.000652046,0.004140787,0.003623188,0,0,0,0,0,0,0,0,0
TSV,3330,Townsville Airport,Townsville,australia,YBTL,-19.25250053,146.76499938964844,18,10,N,Australia/Brisbane,airport,OurAirports,4.25,5,6,2,4,3.75,3.5,3,3.5,3,3.5,2,3.5,5,3.5,7,7.96,8,8.5,9,8,8,8,9,7,7,7.5,7.5,8,180820,1,1,0,1,1,0,0.00310559,1.1911720198816293e-06,0.086278271,0.002331117,0.000381087,0.002587992,0.000517598,0,0,0,0,0,0,0,0,0
BOI,3495,Boise Air Terminal/Gowen Field,Boise,united states,KBOI,43.5644,-116.223,2871,-7,A,America/Denver,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,228790,1,1,1,0,0,0,0.00621118,1.459365834661356e-07,0.1013569065260663,0.010911219,0.000288582,0.002587992,0.003623188,0,0,0,0,0,0,0,0,0
BUF,3820,Buffalo Niagara International Airport,Buffalo,united states,KBUF,42.94049835,-78.73220062,728,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,256304,1,1,1,0,0,0,0.009834369,7.337365350364007e-07,0.11197867825792762,0.036416428,0.000464782,0.008799172,0.001035197,0,0,0,0,0,0,0,0,0
PDX,3720,Portland International Airport,Portland,united states,KPDX,45.58869934,-122.5979996,31,-8,A,America/Los_Angeles,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,653115,1,1,1,0,0,0,0.027950310559006212,0.000192135,0.11883882348579312,0.05080869,0.000684524,0.013457556935817806,0.014492753623188408,0,0,1,0,1,1,0,1,0
RIC,3608,Richmond International Airport,Richmond,united states,KRIC,37.50519943237305,-77.31970215,167,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,228783,1,1,1,0,0,0,0.008799172,6.077266444176245e-08,0.11207821486082355,0.032796836909093255,0.00043933,0.008281573,0.000517598,0,0,0,0,0,0,0,0,0
ROC,3622,Greater Rochester International Airport,Rochester,united states,KROC,43.118900299072266,-77.67240143,559,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,205695,1,1,1,0,0,0,0.007246377,6.372509918748152e-07,0.11079788375960149,0.032549863,0.000437103,0.00621118,0.001035197,0,0,0,0,0,0,0,0,0
SAN,3731,San Diego International Airport,San Diego,united states,KSAN,32.73360062,-117.1900024,17,-8,A,America/Los_Angeles,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,1425976,1,1,1,0,0,0,0.028467908902691512,0.000391773,0.12176532276043119,0.070284459,0.000818614,0.017080745341614908,0.011387163561076606,0,0,0,0,0,0,0,0,0
SEA,3577,Seattle Tacoma International Airport,Seattle,united states,KSEA,47.449001,-122.308998,433,-8,A,America/Los_Angeles,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,729601,1,1,1,0,0,0,0.043478261,0.002140239,0.13168458665109817,0.092104139,0.001231509,0.024327122,0.019151138716356108,0,0,0,1,1,1,0,0,0
BRO,3738,Brownsville South Padre Island International Airport,Brownsville,united states,KBRO,25.90679931640625,-97.42590332,22,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,183392,1,1,1,0,0,0,0.001035197,0,0.086273002,0.000915472,0.000249928,0.000517598,0.000517598,0,0,0,0,0,0,0,0,0
BTR,3846,Baton Rouge Metropolitan Airport,Baton Rouge,united states,KBTR,30.533199,-91.149597,70,-6,A,America/Chicago,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,221599,1,1,1,0,0,0,0.001552795,0,0.094471075,0.003758046,0.000262,0.001552795,0,0,0,0,0,0,0,0,0,0
BTV,3711,Burlington International Airport,Burlington,united states,KBTV,44.47190094,-73.15329742,335,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,38884,1,1,1,0,0,0,0.005175983,3.282330299673991e-05,0.11096931475339245,0.024652647266852113,0.000395987,0.004658385,0.000517598,0,0,0,0,0,0,0,0,0
BUR,3644,Bob Hope Airport,Burbank,united states,KBUR,34.20069885253906,-118.3590012,778,-8,A,America/Los_Angeles,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,103695,1,1,1,0,0,0,0.00621118,0,0.10433429186464749,0.017650608113873374,0.000339361,0.00310559,0.00310559,0,0,0,0,0,0,0,0,0
BWI,3849,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,united states,KBWI,39.1754,-76.668297,146,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,602495,1,1,1,0,0,0,0.036749482,0.001147481,0.1204278812974465,0.078508644,0.001482738,0.022774327,0.013975155279503106,0,0,0,0,0,0,0,0,0
CAE,3561,Columbia Metropolitan Airport,Columbia,united states,KCAE,33.93880081176758,-81.11949921,236,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,133451,1,1,1,0,0,0,0.004140787,0,0.10753773280889253,0.019075190882489754,0.000365506,0.003623188,0.000517598,0,0,0,0,0,0,0,0,0
CAK,4112,Akron Canton Regional Airport,Akron,united states,KCAK,40.91609954833984,-81.44219971,1228,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,198006,1,1,1,0,0,0,0.001552795,0,0.093148828,0.003167874,0.000263103,0.001552795,0,0,0,0,0,0,0,0,0,0
CHC,2009,Christchurch International Airport,Christchurch,new zealand,NZCH,-43.48939896,172.53199768066406,123,12,Z,Pacific/Auckland,airport,OurAirports,3.25,4.5,3.5,1.5,3.5,3.25,3.5,3.5,3,2,3.5,1.5,3,3,4,5.5,8.38,8.5,8.5,8.5,8.5,8,8.5,8.5,8,8.5,8.5,8,8.5,363200,1,1,1,1,1,0,0.002587992,4.1936328190407325e-05,0.090612072,0.002194476,0.000302973,0.001552795,0.001035197,0,0,0,0,0,0,0,0,0
CHO,4015,Charlottesville Albemarle Airport,Charlottesville VA,united states,KCHO,38.13859939575195,-78.45290375,639,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,48117,1,1,1,0,0,0,0.002070393,0,0.10251279623955466,0.009630528,0.000302232,0.002070393,0,0,0,0,0,0,0,0,0,0
CHS,3806,Charleston Air Force Base-International Airport,Charleston,united states,KCHS,32.89860153,-80.04049683,46,-5,A,America/New_York,airport,OurAirports,5.5,5,6.5,5,5.5,5.5,5.5,4.5,6.5,2.5,5.5,4.5,6.5,7,5,7.5,6.58,4.5,5.5,7,6.5,6,8,6.5,6.5,8,7,6,7.5,136208,1,1,1,0,0,0,0.009834369,1.086185158805711e-06,0.11252832817351763,0.03857491,0.000525275,0.007763975,0.002070393,0,0,0,0,0,0,0,0,0
